step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
2,PAYMENT,537.8,C593185976,110016,109478.2,M70543368,0,0,0,0
8,CASH_IN,163238.43,C347015340,732541.05,895779.48,C486750945,287634.37,0,0,0
8,PAYMENT,3027.43,C95492416,403,0,M970087106,0,0,0,0
6,PAYMENT,487.15,C1268892066,0,0,M861310502,0,0,0,0
8,CASH_IN,176789.7,C811756064,4590627.97,4767417.66,C534662976,254334.36,116168.96,0,0
7,TRANSFER,1298848.87,C1053035032,8439.13,0,C1787868648,1519512.39,1.51E+07,0,0
2,PAYMENT,12039.23,C1441014857,243,0,M240641494,0,0,0,0
8,CASH_IN,131927.88,C1974489968,5613451.88,5745379.77,C531511436,1061002.63,1230912.07,0,0
7,TRANSFER,457008.04,C292568264,887,0,C1016689071,0,457008.04,0,0
8,PAYMENT,7377.74,C372152239,18711,11333.26,M835388411,0,0,0,0
8,PAYMENT,10254.83,C1475235815,60592,50337.17,M1607404085,0,0,0,0
8,PAYMENT,3923.05,C1109117869,0,0,M1517206841,0,0,0,0
4,PAYMENT,4848.52,C1200601052,0,0,M701652581,0,0,0,0
8,PAYMENT,23834.55,C688610914,0,0,M1169007312,0,0,0,0
8,PAYMENT,17887.83,C1713324948,0,0,M1107000394,0,0,0,0
6,PAYMENT,14431.75,C1151395471,0,0,M1450945109,0,0,0,0
8,PAYMENT,1033.7,C1522367006,82448,81414.3,M1975759697,0,0,0,0
7,PAYMENT,2413.14,C308002829,664160,661746.86,M2011496421,0,0,0,0
8,CASH_OUT,261593.83,C1660338734,0,0,C191614132,315252.76,2122191.07,0,0
8,CASH_IN,136785.6,C630950931,5646,142431.6,C631424220,112449.9,229597.64,0,0
8,PAYMENT,11898.18,C1664358286,106002,94103.82,M1933021271,0,0,0,0
8,PAYMENT,3594.83,C158951536,2929.89,0,M795555929,0,0,0,0
7,TRANSFER,437415.9,C546014245,129552,0,C1095575585,623,0,0,0
8,PAYMENT,23456.48,C1144854035,28124.22,4667.74,M984489239,0,0,0,0
8,CASH_IN,108692.25,C1331649514,5657161.47,5765853.72,C1481851679,1530181.35,1379576.69,0,0
3,CASH_IN,76284.92,C152937115,1878334.38,1954619.3,C481402298,693773.32,617488.4,0,0
8,CASH_OUT,209749.88,C1714486706,40746,0,C1052117080,0,347602.17,0,0
8,PAYMENT,7864.43,C997706582,42265.03,34400.6,M353974852,0,0,0,0
7,TRANSFER,518041.64,C1342613143,42686.16,0,C1028574311,0,1305828.01,0,0
1,PAYMENT,14054.64,C1735330400,0,0,M1561347421,0,0,0,0
8,PAYMENT,6075.2,C1288788215,51701,45625.8,M2132328156,0,0,0,0
2,PAYMENT,14213.84,C2028767654,27210.28,12996.44,M899068489,0,0,0,0
7,TRANSFER,208606.29,C709141216,19503,0,C2089779261,0,29515.69,0,0
8,CASH_IN,121916.32,C1640083683,8277474.81,8399391.13,C1401316767,165624.18,2085232.92,0,0
7,PAYMENT,3737.22,C289571900,49193.61,45456.39,M965988043,0,0,0,0
8,PAYMENT,1151.88,C1784406639,90543,89391.12,M963463082,0,0,0,0
8,PAYMENT,14396.95,C2039264361,170094.45,155697.5,M1572611628,0,0,0,0
8,PAYMENT,14319.11,C48349395,0,0,M546673367,0,0,0,0
6,PAYMENT,1031.66,C1484177113,0,0,M1943910383,0,0,0,0
1,PAYMENT,4145.04,C1938025186,97168,93022.96,M405036720,0,0,0,0
2,TRANSFER,60949.25,C773535564,0,0,C481402298,632824.07,617488.4,0,0
8,CASH_OUT,65797.36,C773608225,0,0,C2011996123,5649294.46,9264344.9,0,0
8,CASH_OUT,434793.02,C2006430857,0,0,C818570949,1278260.37,2402597.58,0,0
7,CASH_IN,48883.87,C1414634868,760035.64,808919.51,C2057394816,393953.68,345069.81,0,0
8,PAYMENT,18123.09,C1004013291,106796,88672.91,M1861127917,0,0,0,0
8,CASH_IN,97304.94,C1698495392,5978,103282.94,C1866672043,0,0,0,0
8,PAYMENT,7325.69,C1445010795,45334,38008.31,M1698378565,0,0,0,0
8,PAYMENT,4306.87,C564836674,107676.39,103369.52,M1290410413,0,0,0,0
2,PAYMENT,9191.09,C1694102613,648557.3,639366.21,M1566200241,0,0,0,0
8,PAYMENT,7804.95,C610121862,509387.66,501582.71,M524237476,0,0,0,0
7,CASH_OUT,208419.78,C833721614,0,0,C114618982,671625.55,206147.08,0,0
7,PAYMENT,6738.45,C1378637544,1140,0,M1763140246,0,0,0,0
8,PAYMENT,10788.79,C1723350746,0,0,M1108314788,0,0,0,0
6,PAYMENT,11184.15,C1131905905,5027,0,M1908321704,0,0,0,0
8,CASH_IN,115400.94,C1982131517,6563537.43,6678938.37,C1871196571,261678.21,916711.74,0,0
7,CASH_OUT,128549.2,C745358381,0,0,C458582664,160349,25332.01,0,0
1,PAYMENT,1101.09,C1868578441,30858,29756.91,M659996839,0,0,0,0
8,CASH_OUT,71833.22,C664641537,0,0,C1842297286,417437.04,0,0,0
7,PAYMENT,1424.4,C323850027,0,0,M667286432,0,0,0,0
1,PAYMENT,3099.97,C249177573,20771,17671.03,M2096539129,0,0,0,0
8,CASH_OUT,235452.18,C481255164,61291,0,C1001755781,0,274407.46,0,0
7,CASH_IN,283263.79,C1153081125,40371,323634.79,C124540047,11054.67,164382.42,0,0
6,CASH_IN,68463.23,C1613065499,8069227.32,8137690.56,C1761291320,173024.37,233350.47,0,0
8,CASH_OUT,25915.16,C940324697,72390,46474.84,C601893033,18021.11,47670.38,0,0
1,CASH_IN,231460.09,C159860059,3411151.57,3642611.66,C11003494,1.07E+07,1.02E+07,0,0
8,CASH_IN,224289.27,C413637535,4911554.44,5135843.7,C1894575391,1982963.54,3443379.49,0,0
8,PAYMENT,14826.73,C356223737,0,0,M1175060125,0,0,0,0
7,PAYMENT,12554.41,C1214620831,0,0,M1420664690,0,0,0,0
8,PAYMENT,4063.12,C610356106,42227,38163.88,M1063792159,0,0,0,0
8,PAYMENT,14066.28,C1581360359,0,0,M967302698,0,0,0,0
7,TRANSFER,1104078.54,C2092599862,0,0,C932583850,5670581.45,9546432.01,0,0
8,TRANSFER,1415780.93,C2062844455,0,0,C2078745453,1631540.53,2675912.96,0,0
8,CASH_OUT,64161.25,C1360823659,20519,0,C476179877,4853.52,69014.77,0,0
8,CASH_IN,118231.35,C726993378,6273849.52,6392080.87,C1626759869,1210621.12,1845436.06,0,0
1,PAYMENT,5170.23,C1379207867,184781,179610.77,M1746578747,0,0,0,0
7,PAYMENT,9230.32,C49322247,0,0,M1867721054,0,0,0,0
7,CASH_OUT,68554.29,C290672305,0,0,C758750856,329088.84,945056.48,0,0
7,CASH_OUT,175416.04,C1899793595,0,0,C1778801068,7887043.83,8680195.01,0,0
8,CASH_IN,198350.17,C2024219843,2989,201339.17,C1456465598,454794.75,87715.94,0,0
7,PAYMENT,10477.29,C811072358,337754.61,327277.32,M324942962,0,0,0,0
7,CASH_OUT,14863.78,C76017194,0,0,C1379031360,53517,0,0,0
3,PAYMENT,2805.92,C1590099678,202,0,M1476985549,0,0,0,0
7,PAYMENT,7775.56,C498582119,194443.77,186668.21,M1365471425,0,0,0,0
5,PAYMENT,1119.39,C707492405,0,0,M1477996447,0,0,0,0
6,CASH_IN,202471.26,C965121190,3409010.17,3611481.43,C380242442,221997.05,19525.79,0,0
8,CASH_OUT,37745.48,C1955645327,21069,0,C1569007457,0,412036.93,0,0
1,TRANSFER,16626.81,C1726715997,0,0,C1286084959,2073489.52,2107778.11,0,0
7,PAYMENT,11226.69,C1157136713,145486,134259.31,M991572261,0,0,0,0
6,PAYMENT,11218.96,C1684572536,14802,3583.04,M1297242263,0,0,0,0
1,PAYMENT,6292.23,C1397516135,6109,0,M1004390006,0,0,0,0
6,PAYMENT,32420.54,C1878583108,85118,52697.46,M1083413945,0,0,0,0
8,CASH_OUT,218492.29,C1045678693,0,0,C880566340,247307,419035.1,0,0
6,PAYMENT,4749.74,C52544167,18407,13657.26,M347377465,0,0,0,0
1,CASH_IN,84980.31,C16148478,2641780.43,2726760.74,C1335050193,165879.75,353532.56,0,0
5,CASH_OUT,269130.7,C178838760,12857.29,0,C1870252780,6838515.48,8598427.92,0,0
1,CASH_OUT,19162.08,C25936709,0,0,C885951223,60169,215851.28,0,0
8,PAYMENT,10188.33,C1953048177,5073,0,M1258145195,0,0,0,0
7,PAYMENT,3200.09,C701014391,609,0,M973241361,0,0,0,0
8,TRANSFER,61767.63,C639211824,96282.89,34515.26,C577628476,0,61767.63,0,0
7,PAYMENT,14378.44,C673126883,172083,157704.56,M774451134,0,0,0,0
2,TRANSFER,50333.01,C475157807,49566,0,C1832532108,0,27708.6,0,0
6,PAYMENT,2962.06,C1199402854,11601,8638.94,M313945225,0,0,0,0
7,TRANSFER,472352.26,C841178080,6596.17,0,C11003494,1.50E+07,1.55E+07,0,0
3,CASH_IN,166630.82,C1544765522,2816463.03,2983093.85,C1778801068,8740534.53,7928126.25,0,0
7,PAYMENT,24070.53,C305403110,11599,0,M1793114195,0,0,0,0
7,CASH_OUT,371574.2,C698325633,0,0,C801142660,2193547.2,3504660.25,0,0
7,PAYMENT,8994.71,C648039655,105004.27,96009.57,M2139762545,0,0,0,0
8,TRANSFER,918047.82,C926590422,0,0,C1869228744,1043746.84,2528711.98,0,0
8,PAYMENT,5398.16,C55057997,71687.21,66289.05,M1517328234,0,0,0,0
1,PAYMENT,9478.39,C1671590089,116494,107015.61,M58488213,0,0,0,0
7,PAYMENT,3548.37,C82017445,7040,3491.63,M1771200085,0,0,0,0
7,CASH_IN,289223.26,C1460888260,3193949.44,3483172.69,C716442925,419528.87,4271358.73,0,0
7,CASH_OUT,173774.13,C540005572,0,0,C977993101,847149.78,1626304.94,0,0
7,TRANSFER,451044.54,C1560142500,0,0,C451111351,5572315.46,7255066.28,0,0
5,PAYMENT,52.58,C611711907,3178,3125.42,M431966204,0,0,0,0
7,PAYMENT,10075.84,C120050970,161153,151077.16,M1460208573,0,0,0,0
8,CASH_OUT,201828.21,C1555998413,612,0,C671848738,0,445251.27,0,0
7,TRANSFER,262434.54,C2101686389,262434.54,0,C612008977,0,0,1,0
7,TRANSFER,59660.29,C969639517,24593,0,C1410669831,167,252392.49,0,0
7,PAYMENT,8524.52,C1435794295,0,0,M109525828,0,0,0,0
7,PAYMENT,10310.58,C1222626908,0,0,M248295195,0,0,0,0
7,PAYMENT,7508.83,C1129292627,30272,22763.17,M270625801,0,0,0,0
7,CASH_IN,185687.24,C1473338294,7654754.39,7840441.63,C1685837139,186864.13,0,0,0
8,TRANSFER,741978.51,C1550085941,48890,0,C1898859288,61242.71,896323.73,0,0
1,PAYMENT,4348.75,C1393112209,33535.44,29186.69,M35068320,0,0,0,0
8,CASH_IN,173911.77,C2036202528,2177938.32,2351850.09,C132058033,243088.35,0,0,0
7,PAYMENT,7788.88,C424305981,58336.69,50547.82,M1510145189,0,0,0,0
8,PAYMENT,10040.31,C2041059919,135228.04,125187.73,M704999142,0,0,0,0
6,CASH_OUT,30521.02,C1813769162,30521.02,0,C1249547869,0,30521.02,1,0
1,CASH_OUT,432168.02,C768795248,60426.81,0,C1286084959,2107778.11,1923836.34,0,0
7,PAYMENT,10930.96,C308803634,0,0,M1897030087,0,0,0,0
7,TRANSFER,125334.37,C311103808,0,0,C1566246889,200584,0,0,0
8,TRANSFER,994361.71,C1754528828,0,0,C1031639563,4176722.03,5739012.22,0,0
8,PAYMENT,21450.1,C2015427223,0,0,M1045319642,0,0,0,0
8,PAYMENT,7839.26,C586182279,15246,7406.74,M622767369,0,0,0,0
7,PAYMENT,5626.83,C794630688,559,0,M151681899,0,0,0,0
7,PAYMENT,19334.03,C1087688958,285,0,M2018306763,0,0,0,0
7,TRANSFER,118404.75,C165951629,70815,0,C1382394077,28212,0,0,0
7,CASH_OUT,257175.67,C752546892,0,0,C2040603986,634729.13,1930179.38,0,0
8,PAYMENT,5181.65,C1889256345,0,0,M1433471854,0,0,0,0
2,PAYMENT,6574.63,C1181889508,91019,84444.37,M1115296438,0,0,0,0
7,TRANSFER,1119241.86,C516583260,0,0,C728526866,5251235.25,1.05E+07,0,0
8,CASH_IN,115788.09,C637188489,59094,174882.09,C400720732,0,0,0,0
6,PAYMENT,18714.61,C508067159,4157,0,M1261105387,0,0,0,0
7,PAYMENT,7580.45,C807396489,3330,0,M904100768,0,0,0,0
6,PAYMENT,6469.74,C1005591041,126,0,M698133256,0,0,0,0
7,PAYMENT,14298.19,C1760459579,0,0,M362427044,0,0,0,0
7,DEBIT,3600.31,C228404286,0,0,C648021642,85838,324340.8,0,0
6,PAYMENT,6430.69,C2120816164,0,0,M2130054146,0,0,0,0
8,TRANSFER,297838.67,C1185653283,175,0,C1414763289,13216,434053.18,0,0
5,PAYMENT,1723.33,C1037983544,59456.18,57732.85,M2041386868,0,0,0,0
7,CASH_OUT,167377.53,C358143210,39691,0,C653593128,23725.92,2388.99,0,0
8,CASH_OUT,142001.2,C2110547533,424,0,C114720259,0,0,0,0
1,TRANSFER,761507.39,C412788346,0,0,C1590550415,1280036.23,1.92E+07,0,0
7,CASH_OUT,42327.16,C1201282426,0,0,C533866202,79310,0,0,0
8,CASH_OUT,18903.9,C164336772,0,0,C1562565970,20797,39700.9,0,0
8,PAYMENT,7524.68,C923418120,0,0,M690593576,0,0,0,0
8,PAYMENT,17885.7,C309335671,865,0,M1720061448,0,0,0,0
8,CASH_OUT,354164.07,C1444777219,11027,0,C2001120792,31905,1257854.82,0,0
1,CASH_OUT,1234,C1574615832,0,0,C1983025922,29906,7550.03,0,0
8,CASH_OUT,59996.86,C2064707789,0,0,C8290162,6021159.96,6650282.66,0,0
7,TRANSFER,649121.74,C1803718523,20135,0,C208427878,19095,1454807.63,0,0
7,CASH_OUT,133210,C1619007919,0,0,C599726537,143040.45,528200.34,0,0
8,CASH_OUT,164642.28,C839185555,107914,0,C1477641326,0,1614315.76,0,0
7,PAYMENT,2812.69,C1355639110,10030,7217.31,M161290710,0,0,0,0
5,CASH_IN,131815.57,C583593544,1135018.52,1266834.1,C1023714065,2182677.05,2050861.47,0,0
8,CASH_OUT,247665.96,C1645953382,0,0,C861958315,1114286.71,531628.29,0,0
1,CASH_OUT,517915.91,C388802347,0,0,C1170794006,4404060.84,22190.99,0,0
7,PAYMENT,2944.03,C501674653,0,0,M1217159306,0,0,0,0
7,CASH_OUT,405812.31,C348921692,0,0,C125722707,645261.89,779659.14,0,0
2,CASH_IN,295618.46,C752060661,6600722.25,6896340.72,C1674899618,333830.44,7074754.63,0,0
6,PAYMENT,8017.96,C451530980,0,0,M1791706561,0,0,0,0
3,PAYMENT,760.74,C628402659,74962.04,74201.31,M414634945,0,0,0,0
8,CASH_OUT,31522.37,C1969963594,30963,0,C1561784955,2408515.75,3830814.23,0,0
6,CASH_OUT,643767.43,C1038753484,0,0,C11003494,1.09E+07,1.19E+07,0,0
7,CASH_OUT,131687.79,C1086926330,47443,0,C919978702,12469,0,0,0
7,PAYMENT,10701.58,C937513045,277633.13,266931.55,M1473375728,0,0,0,0
8,CASH_OUT,575.17,C1314570420,0,0,C2082673402,110892.74,218486.67,0,0
7,PAYMENT,5981.52,C1278287642,203168.33,197186.81,M975206494,0,0,0,0
8,CASH_OUT,405999.72,C2058221393,0,0,C1452722471,3287421.41,3197038.27,0,0
8,PAYMENT,11242.65,C1448865154,102376,91133.35,M1090343725,0,0,0,0
8,PAYMENT,5034.07,C483636424,13943,8908.93,M911683501,0,0,0,0
7,CASH_OUT,172491.78,C1819833443,0,0,C2104165942,225514,331061.49,0,0
1,CASH_OUT,87963.9,C406358588,0,0,C1740000325,427792.72,1363368.51,0,0
8,CASH_OUT,94015.58,C213446326,0,0,C1962165946,236447.4,490685.21,0,0
8,PAYMENT,3046.16,C1360870920,10456.54,7410.38,M1659540162,0,0,0,0
1,CASH_OUT,427823.47,C778806426,0,0,C2083562754,777546.17,1186556.81,0,0
7,CASH_OUT,98559.87,C1969820772,164150.92,65591.04,C1533182537,115995.69,80452.71,0,0
8,TRANSFER,1049477.48,C357043113,129653.78,0,C556281798,5035,3058525.01,0,0
8,TRANSFER,982106.14,C779768825,0,0,C93166806,1853853.21,2226811.03,0,0
8,CASH_IN,119220.68,C2012415090,394783,514003.68,C1825992554,266.75,0,0,0
7,PAYMENT,14953.46,C501780082,0,0,M189183471,0,0,0,0
8,PAYMENT,11343.9,C911486573,638711.96,627368.06,M2143829063,0,0,0,0
5,PAYMENT,1315.93,C1172379175,10749,9433.07,M247855428,0,0,0,0
8,PAYMENT,10718.2,C1850626572,139884.26,129166.06,M1406401193,0,0,0,0
1,CASH_IN,911.76,C566760932,1335635.48,1336547.24,C1364913072,48321.6,47409.85,0,0
8,PAYMENT,2079.73,C14261942,0,0,M899962047,0,0,0,0
2,PAYMENT,2619.18,C1678422332,0,0,M504006221,0,0,0,0
8,CASH_IN,66046.89,C354507553,3591605.96,3657652.85,C1262016786,1246117.04,198601.85,0,0
7,CASH_OUT,142126.45,C46742397,74079,0,C1476213591,82582,407437.54,0,0
7,PAYMENT,9155.27,C1128933904,88140.45,78985.19,M1844179384,0,0,0,0
7,PAYMENT,2705.01,C1371320447,243521.88,240816.87,M1738236287,0,0,0,0
1,PAYMENT,7649.41,C1129869771,44435.75,36786.34,M1620459733,0,0,0,0
7,PAYMENT,4163.65,C1666513809,0,0,M491134455,0,0,0,0
7,DEBIT,4929.34,C1184942825,21692,16762.66,C384887832,157993.5,28045.47,0,0
8,CASH_OUT,432243.15,C1328373504,0,0,C746359178,900493.36,1793011.1,0,0
8,PAYMENT,1851.98,C633080477,22974,21122.02,M1367108199,0,0,0,0
7,CASH_OUT,198823.6,C1384801340,9448.47,0,C1266035080,2026441.55,3232606.04,0,0
7,CASH_IN,218416.55,C1904405686,5226824.22,5445240.77,C170899621,7989929.21,1.05E+07,0,0
7,CASH_OUT,302317.81,C623450369,0,0,C1060041730,498782.37,916266.8,0,0
7,PAYMENT,8582.89,C709531076,886,0,M119202251,0,0,0,0
7,PAYMENT,1945.7,C708956538,0,0,M1487255196,0,0,0,0
8,PAYMENT,7804.57,C1990991088,30779,22974.43,M2106244696,0,0,0,0
8,CASH_IN,309981.9,C1904008785,1749675.61,2059657.51,C62593131,517995.03,208013.13,0,0
8,CASH_OUT,180482.57,C1950077078,44325.81,0,C1406749291,1168723.3,1357168.27,0,0
8,PAYMENT,2051.9,C698472528,0,0,M1979928512,0,0,0,0
1,PAYMENT,9334.02,C1555793073,23013,13678.98,M46627301,0,0,0,0
8,CASH_IN,174782.98,C1614040463,2557941.4,2732724.38,C657255537,1242536.74,2036309.01,0,0
1,PAYMENT,9273.52,C1157199772,495212,485938.48,M1769252629,0,0,0,0
2,PAYMENT,15498.52,C1252138909,0,0,M1908505175,0,0,0,0
8,CASH_IN,126063.21,C388813048,1578357.01,1704420.22,C1761291320,1043704.46,470920.19,0,0
8,PAYMENT,8782.64,C339876549,171892.21,163109.57,M1869114515,0,0,0,0
8,CASH_OUT,429788.21,C1797659656,0,0,C824197891,648007.02,1577892.84,0,0
7,PAYMENT,1648.62,C2079945889,20532,18883.38,M1670141042,0,0,0,0
5,CASH_IN,299368.99,C1226378966,3478977.61,3778346.61,C909295153,6960754.86,6661385.87,0,0
8,TRANSFER,2304548.56,C1312556204,6805.89,0,C769342184,1.26E+07,1.67E+07,0,0
8,CASH_IN,288377.14,C1914564647,38562,326939.14,C2075521461,43268,0,0,0
4,PAYMENT,808.11,C40829249,4801,3992.89,M873688017,0,0,0,0
3,PAYMENT,10355.12,C370361462,29899,19543.88,M1655740181,0,0,0,0
8,PAYMENT,11361.8,C247191256,748300,736938.2,M680678654,0,0,0,0
1,CASH_IN,734657.1,C1401095299,590038.87,1324695.96,C33524623,1525633.67,138395.49,0,0
8,PAYMENT,3695.3,C1509413475,0,0,M980027657,0,0,0,0
5,PAYMENT,25185.32,C559179052,28606.71,3421.39,M146174144,0,0,0,0
1,DEBIT,8648.45,C397318359,6734,0,C171493374,11010,0,0,0
1,CASH_OUT,229133.94,C905080434,15325,0,C476402209,5083,51513.44,0,0
3,CASH_OUT,72791.13,C1388958672,8311.57,0,C1750905143,282014.16,354805.29,0,0
7,CASH_IN,182071.91,C835862181,10943,193014.91,C400720732,45394.67,0,0,0
8,CASH_IN,122653.42,C886223933,1.20E+07,1.21E+07,C705265015,196595.62,55845.9,0,0
6,PAYMENT,20703.33,C581100929,201639,180935.67,M2091447767,0,0,0,0
7,PAYMENT,14260.56,C1041207,0,0,M896315952,0,0,0,0
7,PAYMENT,5322.09,C835871382,13458,8135.91,M1477447293,0,0,0,0
7,PAYMENT,5733.09,C126142286,0,0,M1609448604,0,0,0,0
7,PAYMENT,11110.2,C28782490,322,0,M227996691,0,0,0,0
8,PAYMENT,4825.35,C1927103264,189278.06,184452.71,M241566847,0,0,0,0
6,CASH_OUT,349474.53,C1877984746,0,0,C481402298,436136.98,2274476.83,0,0
7,TRANSFER,159485.63,C1894826834,50496,0,C122086708,99876,344137.53,0,0
7,PAYMENT,6951.11,C1264290361,2750,0,M282614543,0,0,0,0
2,DEBIT,3718.7,C792195577,20793,17074.3,C1041638599,13785.78,17504.47,0,0
1,PAYMENT,5371.1,C1689458432,14805,9433.9,M996533593,0,0,0,0
8,PAYMENT,18592.31,C1069564726,0,0,M490274122,0,0,0,0
8,PAYMENT,3534.74,C2094602661,0,0,M631762265,0,0,0,0
8,CASH_OUT,56857.51,C1322924793,0,0,C2070626006,163066.51,0,0,0
8,CASH_IN,28701.64,C1946479154,5148714.03,5177415.67,C163453316,50500,0,0,0
6,PAYMENT,8090.16,C1018262491,18869,10778.84,M644950072,0,0,0,0
8,CASH_OUT,67292.82,C1351084853,74004.86,6712.04,C1538264524,162151.05,555348.58,0,0
1,TRANSFER,183465.11,C540206885,0,0,C985934102,787953.8,971418.91,0,0
1,PAYMENT,577.01,C397309480,49524,48946.99,M288797801,0,0,0,0
7,PAYMENT,1495.79,C1385099824,9119,7623.21,M182999725,0,0,0,0
8,CASH_OUT,281659.12,C896013977,22833,0,C761069599,0,113299.63,0,0
8,TRANSFER,1367788.47,C776911573,232156.07,0,C1728766751,3041810.73,6385532.2,0,0
7,PAYMENT,4552.56,C1232155618,43471,38918.44,M1643542604,0,0,0,0
1,PAYMENT,9614.73,C1789282489,275664,266049.27,M600199331,0,0,0,0
8,PAYMENT,19963.47,C1371638230,19469,0,M44917682,0,0,0,0
8,CASH_OUT,275588.21,C690646269,0,0,C1181708889,1032826.01,684138.15,0,0
8,PAYMENT,11360.84,C969415785,381879,370518.16,M1398128260,0,0,0,0
7,CASH_OUT,100449.07,C441422253,222739.14,122290.08,C1933965693,421984.74,2074668.33,0,0
8,PAYMENT,5015.1,C352922796,207355.74,202340.64,M1794264374,0,0,0,0
1,PAYMENT,1454.92,C92864491,21982.42,20527.5,M8136897,0,0,0,0
2,PAYMENT,15730.19,C1280977839,0,0,M516040753,0,0,0,0
5,CASH_OUT,122729.64,C1567135053,0,0,C248609774,6393139.71,6739716.03,0,0
7,PAYMENT,3288.27,C1277692255,2907,0,M185129701,0,0,0,0
8,TRANSFER,413597.89,C40912362,0,0,C188246551,854510.42,3439878.27,0,0
7,CASH_OUT,139359.19,C481275262,0,0,C382934088,398027.3,1030696.9,0,0
8,CASH_IN,357964.68,C1579430171,16352,374316.68,C363377192,16322,0,0,0
7,CASH_IN,93081.43,C1561387702,33703,126784.43,C860798122,73281.65,0,0,0
7,CASH_IN,374993.51,C545594971,1285259.8,1660253.32,C1207178960,701001.68,240727.2,0,0
8,CASH_OUT,383000.59,C1282685697,0,0,C2025644484,813167.94,1364270.97,0,0
7,PAYMENT,29518.63,C2117019537,0,0,M303803636,0,0,0,0
6,CASH_IN,112251.47,C555591232,1829588.47,1941839.95,C657736958,5869052.87,5854252.35,0,0
1,CASH_OUT,144659.77,C1936375962,149735.97,149735.97,C757108857,149735.97,0,0,0
8,TRANSFER,463543.29,C139692984,0,0,C26334874,1183832.19,2068039.37,0,0
8,CASH_IN,31121.92,C1018405878,1753769.43,1784891.35,C638590716,1601955.66,4592962.92,0,0
4,PAYMENT,2463.48,C1364898802,3921,1457.52,M1829651877,0,0,0,0
6,PAYMENT,13268.31,C433321645,861,0,M459930631,0,0,0,0
2,CASH_IN,51613.5,C2142052682,5061880.48,5113493.98,C977993101,2661182.46,1748436.14,0,0
1,PAYMENT,8716.47,C215759534,8236,0,M2129844134,0,0,0,0
7,PAYMENT,5078.28,C207366788,0,0,M1118346479,0,0,0,0
7,CASH_IN,295593.63,C216107899,3801917.72,4097511.35,C2072030256,533278,0,0,0
1,CASH_IN,9467.87,C1903051549,6071,15538.87,C373928166,0,0,0,0
7,DEBIT,344.21,C341832285,157002,156657.79,C1298177219,11985,1618631.97,0,0
8,PAYMENT,4575.45,C1865380759,6776.76,2201.31,M111103216,0,0,0,0
1,PAYMENT,4088.21,C244872973,0,0,M451312813,0,0,0,0
8,PAYMENT,8771.08,C1822835000,108400,99628.92,M615416275,0,0,0,0
7,CASH_OUT,52689.81,C1615305571,0,0,C35263828,132320.03,0,0,0
8,CASH_OUT,15894.55,C1220675213,0,0,C1538961175,76607.19,0,0,0
6,TRANSFER,999702.92,C826884252,0,0,C1504109395,1665902.1,2554285.76,0,0
8,DEBIT,4257.73,C823669238,14875,10617.27,C9916873,716508.42,790472.9,0,0
7,PAYMENT,7269.4,C645258671,2376273.6,2369004.21,M1249903549,0,0,0,0
8,PAYMENT,3909.32,C1750257441,85523,81613.68,M1419980341,0,0,0,0
7,CASH_IN,71440.65,C1371345136,623386,694826.65,C1746150957,185428.84,113988.19,0,0
8,PAYMENT,852.6,C377271688,0,0,M202576614,0,0,0,0
7,CASH_OUT,307802.46,C1062881864,0,0,C1335946878,828787.26,3529395.92,0,0
7,CASH_IN,183861.9,C1183317735,2953740.93,3137602.83,C486371171,576887.97,237615.79,0,0
8,CASH_OUT,8744.96,C884233891,209052.87,200307.92,C1970362900,163074.46,1296.45,0,0
5,PAYMENT,472.71,C363594453,2082,1609.29,M721004015,0,0,0,0
8,CASH_OUT,406956.7,C415811071,30096,0,C1130075212,170266.1,428409.32,0,0
8,CASH_IN,88115.51,C1615406568,10444,98559.51,C1866827563,292542.23,4057979.08,0,0
8,CASH_OUT,234151.9,C1801715006,251,0,C1186256103,110703,4999613.43,0,0
7,PAYMENT,3438.81,C850000473,31099,27660.19,M1033435132,0,0,0,0
8,CASH_OUT,69459.85,C666062025,0,0,C1562773081,72897,0,0,0
8,PAYMENT,3998.04,C1477904187,0,0,M1170895776,0,0,0,0
1,DEBIT,5633.3,C1038820134,61694,56060.7,C1961176822,49578,0,0,0
1,CASH_OUT,94740.26,C78265654,328680.29,233940.02,C1671179293,129814.74,58319.72,0,0
3,TRANSFER,70376.34,C689588113,59987,0,C929856893,47644.38,46262.61,0,0
6,TRANSFER,157635.81,C441236678,15973,0,C1356054329,0,157635.81,0,0
8,CASH_OUT,84868.29,C1402049606,48584,0,C1564588329,0,0,0,0
8,TRANSFER,1156900.09,C249569791,18992,0,C1671386208,61736.73,6214174.81,0,0
8,PAYMENT,3491.74,C1742047230,31061,27569.26,M1002711260,0,0,0,0
7,PAYMENT,5744.47,C1236745836,464,0,M521374580,0,0,0,0
6,CASH_OUT,116951.71,C1619996938,0,0,C1674899618,6162726.24,6279677.95,0,0
1,PAYMENT,2369.48,C1251247808,43963.1,41593.62,M1277678493,0,0,0,0
8,CASH_IN,14919.54,C1440978915,8619678.34,8634597.88,C977339684,111010.28,0,0,0
3,CASH_IN,437567.49,C751460639,2994735.4,3432302.88,C451111351,3697175.25,2560556.45,0,0
7,TRANSFER,265835.71,C1800581716,0,0,C1505755152,8964583.35,1.46E+07,0,0
